time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2021-01-16T10:38:51Z,161,0,0,0,0,0,5058268,1467,1912379,0,0,0,0,0,0,48017,0,0,0,0,0,0,0,96,5,0,-8,1,5,5539,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610792330742,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,159,116,278,91823896,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,500,0,20,0,1000,0,0,0,0,0,0,0,0,0,0,47450,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-16T10:39:51Z,161,0,0,0,0,0,5114724,1467,1968835,0,0,0,0,0,0,45015,0,0,0,0,0,0,0,98,5,0,-9,1,5,4234,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610792330742,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,185,86,272,85613632,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,44638,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-16T10:40:51Z,161,0,0,0,0,0,5029660,1467,1883771,0,0,0,0,0,0,44915,0,0,0,0,0,0,0,95,5,0,-13,1,5,4869,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610792330742,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,177,126,281,103820728,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,450,0,18,0,900,0,0,0,0,0,0,0,0,0,0,44684,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-16T10:41:51Z,161,0,0,0,0,0,5074836,1467,1928947,0,0,0,0,0,0,44359,0,0,0,0,0,0,0,99,5,0,-14,1,5,4314,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610792330742,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,179,117,271,72287832,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,44024,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-16T10:42:51Z,161,0,0,0,0,0,5000612,1467,1854723,0,0,0,0,0,0,45451,0,0,0,0,0,0,0,98,5,0,-18,1,5,5134,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610792330742,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,199,125,280,39086336,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,450,0,18,0,900,0,0,0,0,0,0,0,0,0,0,45196,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-16T10:43:51Z,161,0,0,0,0,0,5023180,1467,1877291,0,0,0,0,0,0,46077,0,0,0,0,0,0,0,99,5,0,-19,1,5,4795,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610792330742,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,155,142,302,113853344,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,45749,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-16T10:44:51Z,161,0,0,0,0,0,4988324,1467,1842435,0,0,0,0,0,0,47213,0,0,0,0,0,0,0,99,5,0,-22,1,5,5419,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610792330742,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,205,129,289,30224384,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,46902,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-16T10:45:51Z,161,0,0,0,0,0,4969556,1467,1823667,0,0,0,0,0,0,45132,0,0,0,0,0,0,0,99,5,0,-24,1,5,4688,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610792330742,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,166,130,284,106987896,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,44834,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-16T10:46:51Z,161,0,0,0,0,0,4965380,1467,1819491,0,0,0,0,0,0,45596,0,0,0,0,0,0,0,101,5,0,-25,1,5,4689,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610792330742,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,181,147,291,81257424,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,232,0,10,0,464,0,0,0,0,0,0,0,0,0,0,45295,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-16T10:47:51Z,161,0,0,0,0,0,4977748,1467,1831859,0,0,0,0,0,0,43843,0,0,0,0,0,0,0,101,5,0,-25,1,5,4069,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610792330742,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,174,139,281,75196992,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,118,0,28,0,236,0,0,0,0,0,0,0,0,0,0,43573,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-16T10:48:51Z,161,0,0,0,0,0,4990348,1467,1844459,0,0,0,0,0,0,25309,0,0,0,0,0,0,0,102,5,0,-25,1,5,2015,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610792330742,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,111,76,153,78030280,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,48,0,978,0,96,0,0,0,0,0,0,0,0,0,0,23245,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-16T10:48:54Z,665,0,0,0,0,0,5043396,1715,1897003,0,0,0,0,0,0,4,0,0,0,0,0,0,0,102,5,0,-25,1,5,6,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610792330742,3145728,0,0,0,0,0,9,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,4096,2,1724602,3,0,0,0,0,0,0,0,0,83269144,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
